#string_protein_id	preferred_name	protein_size	annotation
59689.Al_scaffold_0001_3027	Al_scaffold_0001_3027	120	Predicted protein
59689.Al_scaffold_0001_3030	Al_scaffold_0001_3030	103	Predicted protein
59689.Al_scaffold_0001_3031	Al_scaffold_0001_3031	613	Predicted protein
59689.Al_scaffold_0001_3032	Al_scaffold_0001_3032	219	Predicted protein
59689.Al_scaffold_0001_3041	Al_scaffold_0001_3041	187	Predicted protein
59689.Al_scaffold_0001_3061	Al_scaffold_0001_3061	167	Predicted protein
59689.Al_scaffold_0001_3062	Al_scaffold_0001_3062	373	Predicted protein
59689.Al_scaffold_0001_3069	Al_scaffold_0001_3069	238	Predicted protein
59689.Al_scaffold_0001_3072	Al_scaffold_0001_3072	111	Predicted protein
59689.Al_scaffold_0001_3073	Al_scaffold_0001_3073	376	Predicted protein; Belongs to the glycosyl hydrolase 17 family
59689.Al_scaffold_0001_3079	Al_scaffold_0001_3079	137	Predicted protein
59689.Al_scaffold_0001_3081	Al_scaffold_0001_3081	131	Predicted protein
59689.Al_scaffold_0001_3082	Al_scaffold_0001_3082	123	Predicted protein
59689.Al_scaffold_0001_3083	Al_scaffold_0001_3083	98	Predicted protein
59689.Al_scaffold_0001_3091	Al_scaffold_0001_3091	56	Predicted protein
59689.Al_scaffold_0001_3105	Al_scaffold_0001_3105	368	Pectate lyase
59689.Al_scaffold_0001_3116	Al_scaffold_0001_3116	267	Predicted protein
59689.Al_scaffold_0001_3118	Al_scaffold_0001_3118	85	Predicted protein
59689.Al_scaffold_0001_3119	Al_scaffold_0001_3119	93	Predicted protein
59689.Al_scaffold_0001_312	Al_scaffold_0001_312	184	Predicted protein
59689.Al_scaffold_0001_3122	Al_scaffold_0001_3122	192	Predicted protein
59689.Al_scaffold_0001_3125	Al_scaffold_0001_3125	256	Predicted protein
59689.Al_scaffold_0001_3139	Al_scaffold_0001_3139	610	Predicted protein
59689.Al_scaffold_0001_3142	Al_scaffold_0001_3142	54	Predicted protein
59689.Al_scaffold_0001_3147	Al_scaffold_0001_3147	314	Predicted protein
59689.Al_scaffold_0001_315	Al_scaffold_0001_315	312	Predicted protein
59689.Al_scaffold_0001_3150	Patellin-4	546	Predicted protein
59689.Al_scaffold_0001_3158	Al_scaffold_0001_3158	182	Predicted protein
59689.Al_scaffold_0001_3159	Al_scaffold_0001_3159	73	Predicted protein
59689.Al_scaffold_0001_3160	Al_scaffold_0001_3160	75	Predicted protein
59689.Al_scaffold_0001_3167	Al_scaffold_0001_3167	221	Predicted protein
59689.Al_scaffold_0001_3172	Al_scaffold_0001_3172	838	Predicted protein
59689.Al_scaffold_0001_3175	Rps19	49	Predicted protein; Belongs to the universal ribosomal protein uS19 family
59689.Al_scaffold_0001_3178	Al_scaffold_0001_3178	166	Predicted protein
59689.Al_scaffold_0001_3190	Al_scaffold_0001_3190	189	Predicted protein
59689.Al_scaffold_0001_3193	Al_scaffold_0001_3193	235	Predicted protein
59689.Al_scaffold_0001_3200	Al_scaffold_0001_3200	69	Predicted protein
59689.Al_scaffold_0001_3201	Al_scaffold_0001_3201	153	Predicted protein
59689.Al_scaffold_0001_3205	Al_scaffold_0001_3205	299	Predicted protein
59689.Al_scaffold_0001_3206	Al_scaffold_0001_3206	111	Predicted protein
59689.Al_scaffold_0001_321	Al_scaffold_0001_321	170	Predicted protein
59689.Al_scaffold_0001_3212	Al_scaffold_0001_3212	77	Predicted protein
59689.Al_scaffold_0001_3215	Al_scaffold_0001_3215	111	Predicted protein
59689.Al_scaffold_0001_3216	Al_scaffold_0001_3216	194	Predicted protein
59689.Al_scaffold_0001_3243	Al_scaffold_0001_3243	689	Predicted protein
59689.Al_scaffold_0001_3247	Al_scaffold_0001_3247	560	Predicted protein
59689.Al_scaffold_0001_3249	Al_scaffold_0001_3249	269	Predicted protein; Belongs to the MIP/aquaporin (TC 1.A.8) family
59689.Al_scaffold_0001_3256	Al_scaffold_0001_3256	539	Predicted protein; Belongs to the DEAD box helicase family
59689.Al_scaffold_0001_3257	Al_scaffold_0001_3257	255	Predicted protein
59689.Al_scaffold_0001_3273	Al_scaffold_0001_3273	599	Predicted protein
59689.Al_scaffold_0001_3284	Al_scaffold_0001_3284	78	Predicted protein
59689.Al_scaffold_0001_3285	Al_scaffold_0001_3285	115	Predicted protein
59689.Al_scaffold_0001_3289	Syntaxin-22	333	Predicted protein
59689.Al_scaffold_0001_3295	Al_scaffold_0001_3295	163	Predicted protein
59689.Al_scaffold_0001_3296	Al_scaffold_0001_3296	116	Predicted protein
59689.Al_scaffold_0001_3297	Al_scaffold_0001_3297	82	Predicted protein
59689.Al_scaffold_0001_3298	Al_scaffold_0001_3298	131	Predicted protein
59689.Al_scaffold_0001_3299	Al_scaffold_0001_3299	682	Predicted protein
59689.Al_scaffold_0001_3306	Al_scaffold_0001_3306	792	Predicted protein
59689.Al_scaffold_0001_3312	Al_scaffold_0001_3312	385	Predicted protein
59689.Al_scaffold_0001_3322	Al_scaffold_0001_3322	874	Predicted protein
59689.Al_scaffold_0001_3325	Al_scaffold_0001_3325	141	Predicted protein
59689.Al_scaffold_0001_3333	Al_scaffold_0001_3333	166	Predicted protein
59689.Al_scaffold_0001_3339	Al_scaffold_0001_3339	436	Predicted protein
59689.Al_scaffold_0001_3340	Al_scaffold_0001_3340	248	Predicted protein
59689.Al_scaffold_0001_3341	Al_scaffold_0001_3341	213	Predicted protein
59689.Al_scaffold_0001_3342	Al_scaffold_0001_3342	108	Predicted protein
59689.Al_scaffold_0001_3343	Al_scaffold_0001_3343	151	Predicted protein
59689.Al_scaffold_0001_3344	Al_scaffold_0001_3344	473	Predicted protein
59689.Al_scaffold_0001_3350	Al_scaffold_0001_3350	66	Predicted protein
59689.Al_scaffold_0001_3358	Al_scaffold_0001_3358	870	Predicted protein
59689.Al_scaffold_0001_3359	Al_scaffold_0001_3359	479	Predicted protein
59689.Al_scaffold_0001_3368	Al_scaffold_0001_3368	108	Predicted protein
59689.Al_scaffold_0001_337	Al_scaffold_0001_337	605	C2 calcium/lipid-binding plant phosphoribosyltransferase family protein
59689.Al_scaffold_0001_3370	Al_scaffold_0001_3370	774	Belongs to the peptidase S8 family. 
59689.Al_scaffold_0001_3375	Al_scaffold_0001_3375	153	Predicted protein
59689.Al_scaffold_0001_3381	Al_scaffold_0001_3381	606	Predicted protein
59689.Al_scaffold_0001_3385	Al_scaffold_0001_3385	494	Protein DETOXIFICATION; Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family
59689.Al_scaffold_0001_3391	Al_scaffold_0001_3391	186	Predicted protein
59689.Al_scaffold_0001_3392	Al_scaffold_0001_3392	353	Predicted protein; Belongs to the glycosyl hydrolase 17 family
59689.Al_scaffold_0001_3393	Al_scaffold_0001_3393	58	Predicted protein
59689.Al_scaffold_0001_3394	Al_scaffold_0001_3394	424	Predicted protein
59689.Al_scaffold_0001_3399	Al_scaffold_0001_3399	241	Predicted protein
59689.Al_scaffold_0001_3406	Al_scaffold_0001_3406	107	Predicted protein
59689.Al_scaffold_0001_3409	Al_scaffold_0001_3409	191	Predicted protein; Belongs to the small heat shock protein (HSP20) family
59689.Al_scaffold_0001_3426	Al_scaffold_0001_3426	398	Predicted protein
59689.Al_scaffold_0001_3428	Al_scaffold_0001_3428	85	Predicted protein
59689.Al_scaffold_0001_3431	Al_scaffold_0001_3431	931	Predicted protein
59689.Al_scaffold_0001_3436	Al_scaffold_0001_3436	443	Predicted protein
59689.Al_scaffold_0001_3437	Al_scaffold_0001_3437	142	Predicted protein
59689.Al_scaffold_0001_3440	Al_scaffold_0001_3440	128	Predicted protein
59689.Al_scaffold_0001_3449	Al_scaffold_0001_3449	68	Predicted protein
59689.Al_scaffold_0001_3450	Al_scaffold_0001_3450	423	Predicted protein
59689.Al_scaffold_0001_3451	Al_scaffold_0001_3451	298	Predicted protein
59689.Al_scaffold_0001_3452	Al_scaffold_0001_3452	276	Predicted protein
59689.Al_scaffold_0001_3454	Al_scaffold_0001_3454	59	Predicted protein
59689.Al_scaffold_0001_3459	Al_scaffold_0001_3459	140	Predicted protein
59689.Al_scaffold_0001_3462	Al_scaffold_0001_3462	220	Predicted protein
59689.Al_scaffold_0001_3463	Al_scaffold_0001_3463	59	Predicted protein
59689.Al_scaffold_0001_3468	Al_scaffold_0001_3468	165	Predicted protein
59689.Al_scaffold_0001_3469	Al_scaffold_0001_3469	302	Predicted protein
59689.Al_scaffold_0001_3480	Al_scaffold_0001_3480	99	Predicted protein
59689.Al_scaffold_0001_3484	Al_scaffold_0001_3484	83	Predicted protein
59689.Al_scaffold_0001_3485	Al_scaffold_0001_3485	57	Predicted protein
59689.Al_scaffold_0001_3486	Al_scaffold_0001_3486	106	Predicted protein
59689.Al_scaffold_0001_3487	Al_scaffold_0001_3487	58	Predicted protein
59689.Al_scaffold_0001_3492	Al_scaffold_0001_3492	352	Predicted protein
59689.Al_scaffold_0001_3494	Al_scaffold_0001_3494	317	Predicted protein
59689.Al_scaffold_0001_350	Al_scaffold_0001_350	479	Predicted protein
59689.Al_scaffold_0001_3500	Al_scaffold_0001_3500	625	Auxin response factor; Auxin response factors (ARFs) are transcriptional factors that bind specifically to the DNA sequence 5'-TGTCTC-3' found in the auxin-responsive promoter elements (AuxREs)
59689.Al_scaffold_0001_3504	Al_scaffold_0001_3504	614	Predicted protein; Belongs to the protein kinase superfamily. Ser/Thr protein kinase family
59689.Al_scaffold_0001_3509	Al_scaffold_0001_3509	163	Predicted protein
59689.Al_scaffold_0001_3510	Al_scaffold_0001_3510	201	Predicted protein
59689.Al_scaffold_0001_3512	Al_scaffold_0001_3512	114	Transmembrane 9 superfamily member; Belongs to the nonaspanin (TM9SF) (TC 9.A.2) family
59689.Al_scaffold_0001_3517	Al_scaffold_0001_3517	116	Predicted protein
59689.Al_scaffold_0001_353	Al_scaffold_0001_353	652	Predicted protein
59689.Al_scaffold_0001_3539	Al_scaffold_0001_3539	267	Predicted protein
59689.Al_scaffold_0001_3546	Al_scaffold_0001_3546	708	Predicted protein
59689.Al_scaffold_0001_3548	Al_scaffold_0001_3548	488	Glycosyltransferase; Belongs to the UDP-glycosyltransferase family
59689.Al_scaffold_0001_3555	Al_scaffold_0001_3555	165	Predicted protein
59689.Al_scaffold_0001_3565	Al_scaffold_0001_3565	295	Predicted protein
59689.Al_scaffold_0001_3568	Al_scaffold_0001_3568	547	Predicted protein
59689.Al_scaffold_0001_3577	Al_scaffold_0001_3577	342	Predicted protein
59689.Al_scaffold_0001_3592	Al_scaffold_0001_3592	445	Predicted protein; Belongs to the peptidase A1 family
59689.Al_scaffold_0001_3598	Al_scaffold_0001_3598	275	Predicted protein
59689.Al_scaffold_0001_3606	Al_scaffold_0001_3606	79	Predicted protein
59689.Al_scaffold_0001_3610	Al_scaffold_0001_3610	1110	Predicted protein; Belongs to the argonaute family
59689.Al_scaffold_0001_3626	Al_scaffold_0001_3626	190	Predicted protein
59689.Al_scaffold_0001_3629	Al_scaffold_0001_3629	188	Predicted protein
59689.Al_scaffold_0001_3632	Al_scaffold_0001_3632	116	Predicted protein
59689.Al_scaffold_0001_3633	Al_scaffold_0001_3633	654	Predicted protein
59689.Al_scaffold_0001_3636	Al_scaffold_0001_3636	189	Predicted protein
59689.Al_scaffold_0001_3637	Al_scaffold_0001_3637	87	Predicted protein
59689.Al_scaffold_0001_3638	Al_scaffold_0001_3638	151	Predicted protein
59689.Al_scaffold_0001_3639	Al_scaffold_0001_3639	328	Predicted protein
59689.Al_scaffold_0001_3645	Al_scaffold_0001_3645	199	Predicted protein; Belongs to the NPH3 family
59689.Al_scaffold_0001_3647	Al_scaffold_0001_3647	193	Predicted protein
59689.Al_scaffold_0001_3653	Al_scaffold_0001_3653	227	Predicted protein
59689.Al_scaffold_0001_3654	Al_scaffold_0001_3654	238	Predicted protein
59689.Al_scaffold_0001_3655	Al_scaffold_0001_3655	278	Predicted protein
59689.Al_scaffold_0001_3658	Al_scaffold_0001_3658	145	Predicted protein
59689.Al_scaffold_0001_3659	Al_scaffold_0001_3659	143	Predicted protein
59689.Al_scaffold_0001_3661	Al_scaffold_0001_3661	108	Predicted protein
59689.Al_scaffold_0001_3662	Al_scaffold_0001_3662	166	Predicted protein
59689.Al_scaffold_0001_3664	Al_scaffold_0001_3664	484	Predicted protein
59689.Al_scaffold_0001_3669	Al_scaffold_0001_3669	138	Predicted protein
59689.Al_scaffold_0001_3670	Al_scaffold_0001_3670	81	Predicted protein
59689.Al_scaffold_0001_3677	Al_scaffold_0001_3677	292	Predicted protein
59689.Al_scaffold_0001_3678	Al_scaffold_0001_3678	158	Predicted protein
59689.Al_scaffold_0001_3682	Al_scaffold_0001_3682	318	Predicted protein
59689.Al_scaffold_0001_3683	Al_scaffold_0001_3683	54	Predicted protein
59689.Al_scaffold_0001_3684	Al_scaffold_0001_3684	239	Predicted protein
59689.Al_scaffold_0001_3686	Al_scaffold_0001_3686	166	Predicted protein
59689.Al_scaffold_0001_3687	Al_scaffold_0001_3687	495	Predicted protein; Belongs to the protein kinase superfamily
59689.Al_scaffold_0001_370	Al_scaffold_0001_370	51	Predicted protein
59689.Al_scaffold_0001_3703	Al_scaffold_0001_3703	253	Predicted protein
59689.Al_scaffold_0001_3706	Al_scaffold_0001_3706	492	Predicted protein
59689.Al_scaffold_0001_3707	Al_scaffold_0001_3707	250	Predicted protein
59689.Al_scaffold_0001_3710	Al_scaffold_0001_3710	232	Predicted protein
59689.Al_scaffold_0001_3712	Al_scaffold_0001_3712	116	Predicted protein
59689.Al_scaffold_0001_3714	Al_scaffold_0001_3714	249	Predicted protein
59689.Al_scaffold_0001_3717	Al_scaffold_0001_3717	110	Predicted protein
59689.Al_scaffold_0001_3724	Al_scaffold_0001_3724	249	Predicted protein; Belongs to the plant LTP family
59689.Al_scaffold_0001_3726	Al_scaffold_0001_3726	89	Predicted protein
59689.Al_scaffold_0001_3734	Al_scaffold_0001_3734	226	Predicted protein
59689.Al_scaffold_0001_3737	Al_scaffold_0001_3737	72	Predicted protein
59689.Al_scaffold_0001_3743	Al_scaffold_0001_3743	76	Predicted protein
59689.Al_scaffold_0001_3746	Al_scaffold_0001_3746	153	Predicted protein
59689.Al_scaffold_0001_3747	Al_scaffold_0001_3747	177	Predicted protein
59689.Al_scaffold_0001_3749	Al_scaffold_0001_3749	629	Auxin response factor; Auxin response factors (ARFs) are transcriptional factors that bind specifically to the DNA sequence 5'-TGTCTC-3' found in the auxin-responsive promoter elements (AuxREs)
59689.Al_scaffold_0001_3751	Al_scaffold_0001_3751	582	Predicted protein
59689.Al_scaffold_0001_3752	Al_scaffold_0001_3752	75	Predicted protein
59689.Al_scaffold_0001_3761	Al_scaffold_0001_3761	117	Predicted protein
59689.Al_scaffold_0001_3763	Al_scaffold_0001_3763	103	Predicted protein
59689.Al_scaffold_0001_3764	Al_scaffold_0001_3764	243	Predicted protein
59689.Al_scaffold_0001_3768	Al_scaffold_0001_3768	112	Predicted protein
59689.Al_scaffold_0001_3772	Al_scaffold_0001_3772	276	Predicted protein
59689.Al_scaffold_0001_3776	Al_scaffold_0001_3776	1261	Predicted protein
59689.Al_scaffold_0001_3779	Al_scaffold_0001_3779	937	Glutamate receptor; Glutamate-gated receptor that probably acts as non- selective cation channel
59689.Al_scaffold_0001_3782	Al_scaffold_0001_3782	121	Predicted protein
59689.Al_scaffold_0001_3786	Al_scaffold_0001_3786	74	Predicted protein
59689.Al_scaffold_0001_3787	Al_scaffold_0001_3787	78	Predicted protein
59689.Al_scaffold_0001_3788	Al_scaffold_0001_3788	278	Predicted protein
59689.Al_scaffold_0001_3789	Al_scaffold_0001_3789	309	Predicted protein
59689.Al_scaffold_0001_3791	Al_scaffold_0001_3791	102	Predicted protein
59689.Al_scaffold_0001_3792	Al_scaffold_0001_3792	212	Predicted protein
59689.Al_scaffold_0001_3797	Exopolygalacturonase	404	Predicted protein
59689.Al_scaffold_0001_3799	Al_scaffold_0001_3799	420	Predicted protein; Belongs to the glycosyl hydrolase 5 (cellulase A) family
59689.Al_scaffold_0001_3801	Al_scaffold_0001_3801	432	Predicted protein
59689.Al_scaffold_0001_3805	Al_scaffold_0001_3805	85	Predicted protein
59689.Al_scaffold_0001_3806	Al_scaffold_0001_3806	86	Predicted protein
59689.Al_scaffold_0001_3807	Al_scaffold_0001_3807	138	Predicted protein
59689.Al_scaffold_0001_3815	Al_scaffold_0001_3815	370	Predicted protein
59689.Al_scaffold_0001_3816	Al_scaffold_0001_3816	98	Predicted protein
59689.Al_scaffold_0001_3819	Al_scaffold_0001_3819	64	Predicted protein
59689.Al_scaffold_0001_3823	Al_scaffold_0001_3823	182	Predicted protein
59689.Al_scaffold_0001_3825	Al_scaffold_0001_3825	125	Predicted protein
59689.Al_scaffold_0001_3835	Al_scaffold_0001_3835	122	Predicted protein
59689.Al_scaffold_0001_3836	Al_scaffold_0001_3836	150	Predicted protein
59689.Al_scaffold_0001_3837	Al_scaffold_0001_3837	110	Predicted protein
59689.Al_scaffold_0001_3838	Al_scaffold_0001_3838	482	Predicted protein
59689.Al_scaffold_0001_3839	Al_scaffold_0001_3839	479	Carboxypeptidase; Belongs to the peptidase S10 family
59689.Al_scaffold_0001_3840	Al_scaffold_0001_3840	112	Predicted protein
59689.Al_scaffold_0001_3847	Al_scaffold_0001_3847	376	Predicted protein
59689.Al_scaffold_0001_3852	Al_scaffold_0001_3852	80	Predicted protein
59689.Al_scaffold_0001_3858	Al_scaffold_0001_3858	116	Predicted protein
59689.Al_scaffold_0001_3860	Al_scaffold_0001_3860	123	Predicted protein
59689.Al_scaffold_0001_3864	Al_scaffold_0001_3864	119	Predicted protein
59689.Al_scaffold_0001_3865	Al_scaffold_0001_3865	116	Predicted protein
59689.Al_scaffold_0001_3868	Al_scaffold_0001_3868	389	Predicted protein; Belongs to the iron/ascorbate-dependent oxidoreductase family
59689.Al_scaffold_0001_3878	Al_scaffold_0001_3878	158	Predicted protein
59689.Al_scaffold_0001_3888	Al_scaffold_0001_3888	120	Predicted protein
59689.Al_scaffold_0001_3896	Al_scaffold_0001_3896	466	Predicted protein
59689.Al_scaffold_0001_39	Al_scaffold_0001_39	774	Predicted protein; Belongs to the peptidase S8 family
59689.Al_scaffold_0001_3900	Al_scaffold_0001_3900	69	Predicted protein
59689.Al_scaffold_0001_3911	Al_scaffold_0001_3911	259	Predicted protein
59689.Al_scaffold_0001_3917	Al_scaffold_0001_3917	229	Predicted protein
59689.Al_scaffold_0001_3923	Al_scaffold_0001_3923	1159	Predicted protein
59689.Al_scaffold_0001_3927	Al_scaffold_0001_3927	1101	Predicted protein
59689.Al_scaffold_0001_3939	Al_scaffold_0001_3939	84	Predicted protein
59689.Al_scaffold_0001_394	Al_scaffold_0001_394	965	Predicted protein
59689.Al_scaffold_0001_3941	Al_scaffold_0001_3941	181	Predicted protein
59689.Al_scaffold_0001_3952	Al_scaffold_0001_3952	237	Predicted protein
59689.Al_scaffold_0001_3955	Al_scaffold_0001_3955	400	Predicted protein
59689.Al_scaffold_0001_3963	Al_scaffold_0001_3963	213	Predicted protein
59689.Al_scaffold_0001_3966	Al_scaffold_0001_3966	83	Predicted protein
59689.Al_scaffold_0001_3970	Al_scaffold_0001_3970	113	Predicted protein
59689.Al_scaffold_0001_3984	Al_scaffold_0001_3984	103	Predicted protein
59689.Al_scaffold_0001_3991	Al_scaffold_0001_3991	207	Predicted protein
59689.Al_scaffold_0001_4	Al_scaffold_0001_4	311	Predicted protein
59689.Al_scaffold_0001_4004	Al_scaffold_0001_4004	194	Predicted protein
59689.Al_scaffold_0001_4015	Al_scaffold_0001_4015	411	Predicted protein
59689.Al_scaffold_0001_4020	Al_scaffold_0001_4020	390	Predicted protein
59689.Al_scaffold_0001_4024	Al_scaffold_0001_4024	134	Predicted protein
59689.Al_scaffold_0001_4025	Al_scaffold_0001_4025	102	Predicted protein
59689.Al_scaffold_0001_4027	Al_scaffold_0001_4027	222	Predicted protein
59689.Al_scaffold_0001_4031	Al_scaffold_0001_4031	109	Predicted protein
59689.Al_scaffold_0001_4037	Al_scaffold_0001_4037	98	Predicted protein
59689.Al_scaffold_0001_4052	Al_scaffold_0001_4052	295	Predicted protein
59689.Al_scaffold_0001_4054	Al_scaffold_0001_4054	371	Predicted protein
59689.Al_scaffold_0001_406	Al_scaffold_0001_406	133	Predicted protein
59689.Al_scaffold_0001_4060	Al_scaffold_0001_4060	128	Predicted protein
59689.Al_scaffold_0001_4061	Al_scaffold_0001_4061	422	Predicted protein
59689.Al_scaffold_0001_4062	Al_scaffold_0001_4062	67	Predicted protein
59689.Al_scaffold_0001_4066	Al_scaffold_0001_4066	91	Predicted protein
59689.Al_scaffold_0001_4069	Al_scaffold_0001_4069	99	Predicted protein
59689.Al_scaffold_0001_4071	Al_scaffold_0001_4071	54	Predicted protein
59689.Al_scaffold_0001_4079	Al_scaffold_0001_4079	138	Predicted protein
